attributeName,attributeValue,testName,subTestName,subSubTestName,relaxedUpperLimit,upperLimit,measurementValue,lowerLimit,relaxedLowerLimit,measurementUnits,priority,status,failureMessage,startTime,stopTime,timeInterval
,,Power,VoltageCheck_Safety_VBAT0V8,Read_PPVBAT_Safety,NA,1000,846,600,NA,mV,0,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Set_VBATT_UVP_CTRL_On,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Set_VCCMAIN_UVP_CTRL_On,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Set_VBATT_UVP_CTRL_OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Set_VCCMAIN_UVP_CTRL OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,VBATT_Power_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,PPVCC_MAIN_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Set_VBATT_To_0V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,Delay_500ms,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,VBATT_Power_Discharge_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT0V8,PPVCC_MAIN_Discharge_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_VBUS_OCP_4A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_VBUS_OVP_6V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_VBUS_UVP_1V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,PSU_12V_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,PSU_7V5_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_PPVBUS_5V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Delay_50ms_After_Set_5000mV,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Read_PPVBUS_Safety,NA,5500,1200,1000,NA,mV,0,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_VBUS_UVP_CTRL_ON,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_VBUS_UVP_CTRL_OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Set_PPVBUS_OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,VBUS_Power_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,PPVCC_MAIN_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,VBATT_Power_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,Delay_500MS,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,VBATT_Power_Discharge_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,PPVCC_MAIN_Discharge_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBUS5V,VBUS_Power_Discharge_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_OVP_4V6,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_OCP_8A5,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_UVP_2V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VCCMAIN_UVP_2V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,PSU_12V_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,PSU_7V5_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_To_4200mV_And_OCP3A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Delay_50ms_After_Set_4200mV,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Read_PPVBAT_Safety,NA,4410,4230,3700,NA,mV,0,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Read_IBAT_Safety,NA,155,0,0,NA,mA,0,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_UVP_CTRL_ON,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VCCMAIN_UVP_CTRL_ON,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_UVP_CTRL_OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VCCMAIN_UVP_CTRL_OFF,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,VBATT_Power_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,PPVCC_MAIN_Discharge,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Set_VBATT_To_0V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,Delay_500ms,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,VBATT_Power_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,VoltageCheck_Safety_VBAT4V2,PPVCC_MAIN_Disconnect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_VBUS_OCP_4A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_VBUS_OVP_6V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_VBATT_OVP_4V6,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_VBATT_OCP_16A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,PSU_12V_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,PSU_7V5_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_VBATT_4V2_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,ACE_TO_PARROT_RESET_L,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,GPIO_FORCE_DFU_1V2_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Debug_UART_Connected_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,USB_SOC_Connected_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,Set_PDVBUS_5V_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_1,DELAY_1000MS_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_DFUMode,Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_1,Restore_complete,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_2,Restore_Hang_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_2,Kernel_Panic,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_2,Iboot_Panic,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,MLB_Type,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Waiting_Position_percentage,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,DFU_download,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Booting,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Personalizing_Restore_Bundle,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Setting_Date_and_Time,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Loading_Firmware_To_Flash,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Waiting_for_NAND,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_NAND_Firmware,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Creating_Partition_Map,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Restoring_image,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Verifying_restore,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Flashing_firmware,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_gas_gauge_software,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_Stockholm,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_baseband,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_usbcretimer,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,ACE2_provision,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Updating_SE_Firmware,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Pairing_Stockholm,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Fixing_up/var,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Sending_FDR_user_info,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,Restore_successful,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Restore_NonUI_DCSD_3,ChipRev_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
OS_Version,SydneyKita20A21430k,,,,,,,,,,,,,,,
,,SOC,Restore_NonUI_DCSD_3,OS_Version,,1,1,0,,,,PASS,No user failure message was provided,,,
Lynx_ID,A060C1F9DF9415,,,,,,,,,,,,,,,
,,SOC,Restore_NonUI_DCSD_3,Lynx_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
SIK,sik-00008112-001678A42EC0011E-F82878FC2A04B7ACE47FC67A7BD1EDC340DD277C50CB741234A37BFFB55F25832D01099120C5987E44DC26413DA734C2,,,,,,,,,,,,,,,
,,SOC,Restore_NonUI_DCSD_3,SIK,,1,1,0,,,,PASS,No user failure message was provided,,,
ACE2_UUID,84C4F00B806EE6B2A546167D0F19ADB5,,,,,,,,,,,,,,,
,,SOC,Restore_NonUI_DCSD_3,ACE_UUID,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,USB_SOC_Disconnected_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,GPIO_FORCE_DFU_Disconnected_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,Set_PDVBUS_0V_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,Set_PPVBUS_0V_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,Set_VBATT_0V_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,VBATT_Power_Discharge_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,PPVCC_MAIN_Discharge_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,PPVCC_HIGH_Discharge_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,VBUS_Power_Discharge_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,DELAY_3000MS_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,VBATT_Power_Disconnect_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,VBUS_Power_Disconnect_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,PPVCC_MAIN_Disconnect_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Discharge_Initial_2,PPVCC_HIGH_Disconnect_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Reset_OCP,Power_OCP_Reset_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,Reset_OCP,DELAY_500MS_DFU,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_VBUS_OCP_4A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_VBUS_OVP_6V,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_VBATT_OVP_4V6,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_VBATT_OCP_16A,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,PSU_12V_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,PSU_7V5_Input_Connect,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Delay_3000ms_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,ACE_TO_PARROT_RESET_L_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_VBATT_4V2_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Debug_UART_Connected_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Power,On_Seq_2,Set_PDVBUS_5V_Diags,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_Diags_1,Enter_Iboot_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_Diags_1,Enter_Diag_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,Syscfg_List_1,Begin,,1,1,0,,,,PASS,No user failure message was provided,,,
DIAGS_VERSION_DFU,Midas-802.0.130.14,,,,,,,,,,,,,,,
,,DUTInfo,DiagsFW_Version,Diags_version,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_SELECT1,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_READ1,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_Off,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_On,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,Enter_iBoot_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,Enter_Diag_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_SELECT2,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Temperature,SOCHOT1_READ2,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RTOS_1,Enter_iBoot_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RTOS_1,Enter_RTOS,,1,1,0,,,,PASS,No user failure message was provided,,,
RTOS_VERSION,PeRtosFactoryTests_H14G-1.0.30 (RELEASE),,,,,,,,,,,,,,,
,,DUTInfo,RTOSFW,RTOS_Version,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RTOS_2,Rtos_Version_Compare,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RBM_1,Enter_iBoot_Check,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RBM_1,Enter_RBM,,1,1,0,,,,PASS,No user failure message was provided,,,
RBM_VERSION,SiValFactoryTests-100068.2-from-radar,,,,,,,,,,,,,,,
,,DUTInfo,RBMFW,RBM_Version,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_RBM_2,RBM_Version_Compare,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Reset_Diags,RBM_Reset,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,Transition_Diags_2,Enter_Diag,,1,1,0,,,,PASS,No user failure message was provided,,,
MEMORY_SIZE_DFU,8GB,,,,,,,,,,,,,,,
,,SOC,Info_1,Memory_Size,,1,1,0,,,,PASS,No user failure message was provided,,,
BOARDID_DFU,0x0E,,,,,,,,,,,,,,,
,,SOC,Info_1,BOARD_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Info_1,BOARD_ID_SET,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Info_1,Check_Storage_Device_Number,,1,1,0,,,,PASS,No user failure message was provided,,,
,,SOC,Info_1,QUERY_CHIP_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_CHIP_ID_DFU,8112,,,,,,,,,,,,,,,
,,SOC,Info_1,Chip_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_CHIP_VERSION_DFU,10.0,,,,,,,,,,,,,,,
,,SOC,Info_1,Chip_Ver,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_DIE_ID_DFU,000000A4:2EC0011E,,,,,,,,,,,,,,,
,,SOC,Info_1,DIE_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_FUSE_ID_DFU,A050C030:A050C030,,,,,,,,,,,,,,,
,,SOC,Info_1,FUSE_ID,,1,1,0,,,,PASS,No user failure message was provided,,,
ECID,0x001678A42EC0011E,,,,,,,,,,,,,,,
,,SOC,Info_1,ECID,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_Binning-Revision,0,,,,,,,,,,,,,,,
,,SOC,Info_1,SOC_Binning-Revision,,1,1,0,,,,PASS,No user failure message was provided,,,
SOC_PRODUCTION,0,,,,,,,,,,,,,,,
,,SOC,Info_1,Production_Mode,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,CB_1,Initial,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,Syscfg,Initial,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,Syscfg,Set_RTC,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,Syscfg,Get_RTC,,1,1,0,,,,PASS,No user failure message was provided,,,
MLBSN,DLX1456006D1M9L11,,,,,,,,,,,,,,,
,,DUTInfo,MLBSN,WRITE_SN,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,MLBSN,READ_SN,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,MLBSN,CHECK_SN,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Process,CB_Start,Set_RTC_Start,,1,1,0,,,,PASS,No user failure message was provided,,,
MLBCFG,LN-P1MI_P12DTS-M3_0047,,,,,,,,,,,,,,,
,,DUTInfo,MLBCFG,QUERY_CFG,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,MLBCFG,WRITE_CFG,,1,1,0,,,,PASS,No user failure message was provided,,,
,,DUTInfo,MLBCFG,READ_CFG,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,Enable_Test_mode,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,Read_Test_mode,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,Config_PMU_Trigger,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_0_LOW,NA,0,0,0,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_2_LOW,NA,0,0,0,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_3_LOW,NA,0,0,0,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_4_LOW,NA,0,0,0,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,Set_Throttle_Outputs_High,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_0_HIGH,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_2_HIGH,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_3_HIGH,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,GPIO_PMU_TO_SOC_TRIGGER_4_HIGH,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Stowe,Set_Throttle_Outputs_Default,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,Enable_Test_mode,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,Read_Test_mode,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,Config_PMU_Trigger,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,SIMETRA_UVWARN_L_LOW,NA,0,0,0,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,Set_Throttle_Outputs_High,,1,1,0,,,,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,SIMETRA_UVWARN_L_HIGH,NA,1,1,1,NA,,0,PASS,No user failure message was provided,,,
,,PMU,UnderVoltageWarning_Vale,Set_Throttle_Outputs_Default,,1,1,0,,,,PASS,No user failure message was provided,,,
,,Storage,Info_2,NANDUID,,1,1,0,,,,PASS,No user failure message was provided,,,
NANDUID_MSP0_CH0_Die0,01 08 2C 12 19 17 45 50 30 17 14 12 14 1E 06 15 ,,,,,,,,,,,,,,,
,,Storage,Info_2,MSP0_CH0_Die0,,1,1,0,,,,PASS,No user failure message was provided,,,
NANDUID_MSP0_CH0_Die1,01 08 2B 12 19 17 45 50 30 17 14 12 14 1E 06 15 ,,,,,,,,,,,,,,,
,,Storage,Info_2,MSP0_CH0_Die1,,1,1,0,,,,PASS,No user failure message was provided,,,
NANDUID_MSP0_CH1_Die0,01 0D 0D 0F 19 17 45 50 30 17 14 12 14 1E 06 15 ,,,,,,,,,,,,,,,
