TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
,Common:relaySwitch,,,,,,"{""subsubtestname"":""APANEL_2_HALL_IRQ_L_CONN_1V8_To_LOW"",""netname"":""APANEL_2_HALL_IRQ_L_CONN_1V8"",""state"":""TO_GND"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_3"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_LOW"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p pmu -n 2 -r,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""SLG_TO_AOP_DMIC_DISABLE_WARN_L_LOW"",""pattern"": ""0x0007420(%x)"",""parametric"": ""yes""}",,,memrw --32 0x23d1f0054,,,
,Common:readGPIOState,,,,,,"{""subsubtestname"":""GPM_DMIC_DIASBLE_L_LOW"",""netname"":""GPM_DMIC_DISABLE_L"",""reference"":""1200""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_FHC_CONNECT"",""netname"":""ZYNQ_PDM"",""state"":""TO_PDM_DMIC_C3_CONN"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_1"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Output_pdm_Dmic2"",""record"":""NO""}",,,pdm.enable(1000*-100*2400000),,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""PDM_DMIC_FHC_Low"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d+%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p aop -n 35 -r,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_FHC_DisCONNECT"",""netname"":""ZYNQ_PDM"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
PrivacyLogic_HallUntriggered_1,Common:relaySwitch,,,,,,"{""subsubtestname"":""Disable_Electromagnet"",""netname"":""HALL_CONTROL"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""APANEL_2_HALL_IRQ_L_CONN_1V8_TO_DISCONNECT"",""netname"":""APANEL_2_HALL_IRQ_L_CONN_1V8"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_4"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_HIGH_POST"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p pmu -n 4 -r,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Disable_Output_pdm"",""record"":""NO""}",,,pdm.disable(),,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_DISCONNECT"",""netname"":""ZYNQ_PDM"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
FR_DmicC3_PDM1KHz,Common:relaySwitch,,,,,,"{""subsubtestname"":""DIS_Connect_USB_power"",""netname"":""VBUS_OUTPUT_CTL"",""state"":""OFF"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS_1"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""CC_Disconn"",""netname"":""VDM_CC1"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS"",""delay"":""1000"",""record"":""NO""}",,,,,,
FR_DmicC3_PDM1KHz_1,Common:powerSupply,,,,,,"{""subsubtestname"":""BATT_Power_4V3"",""powertype"":""batt"",""record"":""NO""}",,,4300,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_200MS_2"",""delay"":""200"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC1_EN_TO_CONNECT"",""netname"":""DMIC1_EN"",""state"":""CONNECT"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_1"",""netname"":""ZYNQ_PDM"",""state"":""TO_PDM_DMIC_C3_CONN"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_1"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Output_pdm"",""record"":""NO""}",,,pdm.enable(1000*-25*2400000),,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Audio_Reset"",""record"":""NO""}",,,audio --reset,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Clear_Buff"",""record"":""NO""}",,,processaudio --freebufs all,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""DMIC0"",""record"":""NO""}",,,routeaudio -b socpdm -i ap-dec0 -o ap-pdm -r,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_50MS_1"",""delay"":""50"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""DMIC1"",""record"":""NO""}",,,routeaudio -b socpdm -i ap-dec1 -o ap-pdm -r,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_50MS_2"",""delay"":""50"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Record_audio_Dmic1"",""record"":""NO""}",,,recordaudio -b socpdm -p ap-pdm --len 1000 --rate 48000 -c 2,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_2"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,(dmic1),,,"{""subsubtestname"": ""Process_Audio_FFT_Dmic1"",""return_val"":""raw"",""record"":""NO""}",,,"processaudio -p fft -i record0 -o ""--minHz 980 --maxHz 1020 --windowType no_window""",,,
,Common:parseWithRegexString,,(dmic1),,,,"{""subsubtestname"": ""DMIC1_FREQ"",""pattern"":""Channel%s*0%:.-Peak%s*Magnitude%=%d*.%d*%s*FS%;%s+Frequency%:%s+(%d*%.%d*)%s*"",""parametric"": ""yes""}",,,,,,
,Common:parseWithRegexString,,(dmic1),,,,"{""subsubtestname"": ""DMIC1_Peak_Magnitude"",""pattern"":""Channel%s*0%:.-Peak%s*Magnitude%=(%d*.%d*)%s*FS%;%s+Frequency%:%s+%d*%.%d*%s*"",""parametric"": ""yes""}",,,,,,
FR_DmicFHC_PDM1KHz,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_2"",""netname"":""ZYNQ_PDM"",""state"":""TO_PDM_DMIC_FHC_CONN"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_2"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Output_pdm_Dmic2"",""record"":""NO""}",,,pdm.enable(1000*-25*2400000),,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Audio_Reset_Dmic2"",""record"":""NO""}",,,audio --reset,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Clear_Buff_Dmic2"",""record"":""NO""}",,,processaudio --freebufs all,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_3"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""DMIC0"",""record"":""NO""}",,,routeaudio -b socpdm -i ap-dec0 -o ap-pdm -r,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_50MS_1"",""delay"":""50"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""DMIC1"",""record"":""NO""}",,,routeaudio -b socpdm -i ap-dec1 -o ap-pdm -r,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_50MS_2"",""delay"":""50"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Record_audio_Dmic1"",""record"":""NO""}",,,recordaudio -b socpdm -p ap-pdm --len 1000 --rate 48000 -c 2,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_2"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,(dmic1),,,"{""subsubtestname"": ""Process_Audio_FFT_Dmic1"",""return_val"":""raw"",""record"":""NO""}",,,"processaudio -p fft -i record0 -o ""--minHz 980 --maxHz 1020 --windowType no_window""",,,
,Common:parseWithRegexString,,(dmic1),,,,"{""subsubtestname"": ""DMIC2_FREQ"",""pattern"":""Channel%s*0%:.-Peak%s*Magnitude%=%d*.%d*%s*FS%;%s+Frequency%:%s+(%d*%.%d*)%s*"",""parametric"": ""yes""}",,,,,,
,Common:parseWithRegexString,,(dmic1),,,,"{""subsubtestname"": ""DMIC2_Peak_Magnitude"",""pattern"":""Channel%s*0%:.-Peak%s*Magnitude%=(%d*.%d*)%s*FS%;%s+Frequency%:%s+%d*%.%d*%s*"",""parametric"": ""yes""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC1_EN_TO_DISCONNECT"",""netname"":""DMIC1_EN"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Disable_Output_pdm"",""record"":""NO""}",,,pdm.disable(),,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""AUDIO_RESET_3"",""record"":""NO""}",,,audio --reset,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""DMIC_DISCONNECT"",""netname"":""ZYNQ_PDM"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Audio_Turnoff"",""record"":""NO""}",,,audio --turnoff,,,
