TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
GPM_Logic-Hall_Sensors_Triggered,Common:relay_switch,,,,,,"{""subsubtestname"":""Electromagnet_ON"",""netname"":""HALL_CONTROL"",""state"":""SEL_NORTH""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_2"",""delay"":""500""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_CPANEL_HALL_TO_PMU_IRQ_BUF_L_LOW"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p pmu -n 4 -r,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""APANEL_2_HALL_IRQ_L_CONN_1V8_To_LOW"",""netname"":""APANEL_2_HALL_IRQ_L_CONN_1V8"",""state"":""TO_GND""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_3"",""delay"":""500""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_LOW"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p pmu -n 2 -r,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""SLG_TO_AOP_DMIC_DISABLE_WARN_L_LOW"",""pattern"": ""0x0007420(%x)"",""parametric"": ""yes""}",,,memrw --32 0x23d1f0054,,,
,Common:gpio_state,,,,,,"{""subsubtestname"":""GPM_DMIC_DIASBLE_L_LOW"",""netname"":""GPM_DMIC_DISABLE_L"",""reference"":""1200""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""DIMIC_FHC_CONNECT"",""netname"":""ZYNQ_PDM"",""state"":""TO_PDM_DMIC_C3_CONN""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_4"",""delay"":""500""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Output_pdm_Dmic2_1""}",,,pdm.enable(1000*-100*2400000),,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""PDM_DMIC_FHC_Low"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d+%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p aop -n 35 -r,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""DIMIC_FHC_DisCONNECT"",""netname"":""ZYNQ_PDM"",""state"":""DISCONNECT""}",,,,,,
GPM_Logic-Hall_Sensors_Untriggered_1,Common:relay_switch,,,,,,"{""subsubtestname"":""Disable_Electromagnet"",""netname"":""HALL_CONTROL"",""state"":""DISCONNECT""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""APANEL_2_HALL_IRQ_L_CONN_1V8_TO_DISCONNECT"",""netname"":""APANEL_2_HALL_IRQ_L_CONN_1V8"",""state"":""DISCONNECT""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_4"",""delay"":""500""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_APANEL_HALL_TO_PMU_IRQ_BUF_L_HIGH_POST"",""pattern"": ""unit%s*%d%s*pin%s*%d%.%d%s*%:%s*(%d)"",""parametric"": ""yes""}",,,egpio -p pmu -n 4 -r,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Disable_Output_pdm""}",,,pdm.disable(),,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""DIMIC_DISCONNECT"",""netname"":""ZYNQ_PDM"",""state"":""DISCONNECT""}",,,,,,
