TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
,Common:dockconfig_writeRead,,,,,,"{""subsubtestname"":""Disable_ADVDM""}",,,disable_advdm,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_2"",""delay"":""1000""}",,,,,,
,Common:dockconfig_writeRead,,,,,,"{""subsubtestname"":""Force_DFU""}",,,force_dfu,,,
,Common:dockport_waitDFU,,,,,,"{""subsubtestname"":""FORCE_DFU_SET_1""}",,,,,,
,Tech:read_gpio,,,,,,"{""subsubtestname"":""GPIO_FORCE_DFU""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_3"",""delay"":""1000""}",,,,,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""GPIO_1V2_SOC2ACE_DFU_STATUS"",""netname"":""GPIO_1V2_SOC2ACE_DFU_STATUS""}",,,,,,
AceOTPProgram,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""FW_Version"",""pattern"": ""0000000%:%s*(%w+%s*%w+%s*%w+%s*%w+)"",""attribute"": ""ACE_FW_Version"",""mark"": ""1"",""timeout"": ""4""}",,,ace --pick usbc;ace --read 0x0f,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_ACE_TO_SOC_IRQ_L_Low"",""pattern"": ""SoC%s*GPIO%s*%[%d*,%d*%]%s*=%s*(%d+)"",""parametric"": ""yes""}",,,socgpio --port 0 --pin 171 --get,,,
,Tech:get_production_mode,,,{production_mode},,,"{""subsubtestname"": ""Get_Production_mode"",""pattern"": ""production%-mode%:%s*(%d)""}",,,soc -p,,,
,Tech:otp_write_set,,,,,,"{""subsubtestname"": ""Power_Set""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""PotomacRead_PPVBUS_PROT"",""pattern"": ""expansion%s*potomac:%s*vbus:%s*(.-)%s*mV"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read vbus,,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""PPVBUS_PROT"",""netname"":""PPVBUS_PROT""}",,,,,,
,Tech:verify_operating_mode,,,{otp_check_crc_flag},,,"{""subsubtestname"": ""Check_ACE2_Operating_STATE"",""pattern"": ""0000000%:%s*(%w+%s*%w+%s*%w+%s*%w+)""}",,,ace -r 0x03,,,
,Tech:otp_crc_check,,,{otp_program_words_flag},,,"{""subsubtestname"": ""Check_CRC""}",,,,,otp_check_crc_flag==Verify_Ace2_operating_state,
,Tech:otp_program_customer_words,,,,,,"{""subsubtestname"": ""CUSTOMER_WORDS""}",,,,,otp_program_words_flag==OTP_NEED_PROGRAM_CUSTOMER_WORDS,
,Tech:get_otp_program_flag,,,{otp_program_flag},,,"{""subsubtestname"": ""Get_otp_program_flag""}",,,,,,
,Tech:customer_data_size,,,{otp_customer_Data_size},,,"{""subsubtestname"": ""Application_Customization_Data_Size""}",,,,,otp_program_flag==OTP_Need_Check_Key_Data_Size,
,Tech:customer_data_size,,,{otp_customer_Data_size},,,"{""subsubtestname"": ""Application_Customization_Data_Size_prod_fuse""}",,,,,otp_program_flag==OTP_Need_Check_Key_Data_Size_prod_fuse,
,Tech:key_size,,,{otp_program_keydata_Size},,,"{""subsubtestname"": ""Key_Data_Size""}",,,,,otp_customer_Data_size==PASS_0,
,Tech:otp_write,,,{otp_key_Data_flag},,,"{""subsubtestname"": ""KEY_DATA_FLAG"",""param1"": ""otp_key_Data_flag""}",,,,,otp_program_keydata_Size==OTP_Key_SIZE_NOT_0,
,Tech:otp_write,,,{otp_key_Data_value},,,"{""subsubtestname"": ""KEY_DATA_VALUE"",""param1"": ""otp_key_Data_value""}",,,,,otp_key_Data_flag==TRUE,
,Tech:otp_write,,,,,,"{""subsubtestname"": ""KEY_DATA_CRC"",""param1"": ""key_Data_crc""}",,,,,otp_key_Data_value==TRUE,
,Tech:otpcheck_read,,,,,,"{""subsubtestname"": ""Verify_FINAL_CRC"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""USBC_OTP_Program_Verify_FINAL_CRC""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,otp_program_flag==OTP_Need_Check_Key_Data_Size,
,Tech:otpcheck_read,,,,,,"{""subsubtestname"": ""Verify_FINAL_CRC_prod_fuse"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""USBC_OTP_Program_Verify_FINAL_CRC""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,otp_program_flag==OTP_Need_Check_Key_Data_Size_prod_fuse,
,Tech:otp_write_setback,,,,,,"{""subsubtestname"": ""Power_Set_Back""}",,,,,,
,Common:read_voltage,,,,,,"{""subsubtestname"":""PPVBUS_PROT_TO_5V"",""netname"":""PPVBUS_PROT""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_DISCONNECT"",""netname"":""VDM_CC1"",""state"":""DISCONNECT""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""ACE_HReset_H""}",,,gpio.set(bit7=1),,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"",""delay"":""1000""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""GPIO_ACE_TO_SOC_IRQ_L_High"",""pattern"": ""SoC%s*GPIO%s*%[%d*,%d*%]%s*=%s*(%d+)"",""parametric"": ""yes""}",,,socgpio --port 0 --pin 171 --get,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""ACE_HReset_L""}",,,gpio.set(bit7=0),,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_2"",""delay"":""1000""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""VDM_CC1_connected_to_ACE_CC1"",""netname"":""VDM_CC1"",""state"":""TO_ACE_CC1""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_2000MS"",""delay"":""2000""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""ACE_SRDY""}",,,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS"",""delay"":""1000""}",,,,,,
,Tech:otpcheck_read,,,,,,"{""subsubtestname"": ""RECONFIRM_FINAL_CRC"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""USBC_OTP_Program_RECONFIRM_FINAL_CRC""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,production_mode==dev_fuse_mode,
,Tech:otpcheck_read,,,,,,"{""subsubtestname"": ""RECONFIRM_FINAL_CRC_prod_fuse"",""pattern"": ""RxData%s*%(4.%).-%:.-0x0000%s*%:%s*(0x%w+%s+0x%w+%s+0x%w+%s+0x%w+)"",""attribute"": ""USBC_OTP_Program_RECONFIRM_FINAL_CRC""}",,,"ace --4cc OTPr --txdata ""0x80"" --rxdata 4",,production_mode==prod_fuse_mode,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""PD_State_Check""}",,,charge --brickid,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""NTC_10K"",""netname"":""BATT_NTC"",""state"":""TO_10K_NORMAL""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""State_Default_LA""}",,,"soc --set ""perfstate cpu 4"";soc --set ""perfstate soc 1"";soc --set ""perfstate dcs 1"";soc --set ""perfstate disp 0"";soc -p get-perf-state",,,
LDCM_Initial,Common:relay_switch,,,,,,"{""subsubtestname"":""ACE_SBU_Disconnect"",""netname"":""ACE_SBU_TO_ZYNQ_SWD"",""state"":""DISCONNECT""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""ACE_USB_TOP_CONN_Disconnect"",""netname"":""ACE_USB_TOP_CONN"",""state"":""DISCONNECT""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""ACE_USB_BOT_CONN_Disconnect"",""netname"":""ACE_USB_BOT_CONN"",""state"":""DISCONNECT""}",,,,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""PP1V8_LDCM_ON""}",,,reg select pmu;pmuset --ldo 2 --on,,,
,Common:dut_diagsParse,,,,,,"{""subsubtestname"": ""PP1V8_LDCM_Volt"",""pattern"": ""ldo2:%s*(.-)%s*mV"",""parametric"": ""yes""}",,,pmuadc --read ldo2,,,
LDCM_MUX_Off,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='float', Resistance='open', Cap='open', Station='bench'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""3000000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_0.5""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""1500000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
LDCM_ZREF_110Hz,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='zref', Resistance='5.49', Cap='open', Station='bench'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_-12""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""3842.999999999999_7137""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_3.5""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""3842_7137""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
LDCM_Trace_Open,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='ldcm', Resistance='open', Cap='open', Station='fct'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""3000000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_0.5""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""1500000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
LDCM_Trace_1nF,Common:relay_switch,,,,,,"{""subsubtestname"":""Connect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""TO_1NF""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100""}",,,,,,
,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='ldcm', Resistance='open', Cap='1', Station='fct'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_-12""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""1250000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""0.3_1.7""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""723431_2170294""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""Disconnect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""DISCONNECT_QN""}",,,,,,
LDCM_Trace_2nF,Common:relay_switch,,,,,,"{""subsubtestname"":""Connect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""TO_2NF""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100""}",,,,,,
,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='ldcm', Resistance='open', Cap='2', Station='fct'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_-12""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""1250000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""0.6_3.399999999999999""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""506402_940461""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""Disconnect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""DISCONNECT_QN""}",,,,,,
LDCM_Trace_3nF,Common:relay_switch,,,,,,"{""subsubtestname"":""Connect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""TO_3NF""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100""}",,,,,,
,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='ldcm', Resistance='open', Cap='3', Station='fct'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_-12""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Resistance"",""pattern"":""Calculated%s*Resistance,(.-),Ohms"",""pattern_limit"":""Calculated%s*Resistance,.-,.-,%s*(.-)%s*\n"",""param2"":""1250000_nil""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Capacitance"",""pattern"":""Calculated%s*Capacitance,(.-),nF"",""pattern_limit"":""Calculated%s*Capacitance,.-,.-,%s*(.-)%s*\n"",""param2"":""0.8999999999999999_5.099999999999999""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Magnitude"",""pattern"":""Calculated%s*Impedance%s*Magnitude,(.-),Ohms"",""pattern_limit"":""Calculated%s*Impedance%s*Magnitude,.-,.-,%s*(.-)%s*\n"",""param2"":""337601_626974""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Calculated_Impedance_Phase"",""pattern"":""Calculated%s*Impedance%s*Phase,(.-),Degrees"",""pattern_limit"":""Calculated%s*Impedance%s*Phase,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_nil""}",,,,,,
,Common:relay_switch,,,,,,"{""subsubtestname"":""Disconnect_Cap"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""DISCONNECT_QN""}",,,,,,
LDCM_Trace_1M,Common:relay_switch,,,,,,"{""subsubtestname"":""Connect_Res"",""netname"":""LDCM_TRACE_CONNECT"",""state"":""TO_1M""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100""}",,,,,,
,Tech:run_cmd,,,(ldcm_result),,,"{""subsubtestname"": ""Cmds_Send""}",,,"smokey Smokey_LDCM --run --test ldcmAlgMeasure --testargs ""ldcmAlgMeasure, Path='ldcm', Resistance='1000', Cap='open', Station='fct'""",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"",""delay"":""10""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Voltage_Channel_THD"",""pattern"":""Voltage%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""Voltage%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-45""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""TIA_Channel_THD"",""pattern"":""TIA%s*Channel%s*THD,(.-),dB"",""pattern_limit"":""TIA%s*Channel%s*THD,.-,.-,%s*(.-)\n"",""param2"":""nil_-40""}",,,,,,
,Tech:parse,,(ldcm_result),,,,"{""subsubtestname"":""Leakage_Current_THD"",""pattern"":""Leakage%s*Current%s*THD,(.-),dB"",""pattern_limit"":""Leakage%s*Current%s*THD,.-,.-,%s*(.-)%s*\n"",""param2"":""nil_-12""}",,,,,,
