TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition,Notes
,Common:delay,,,,,,"{""subsubtestname"":""Delay_1000MS_1"",""delay"":""500"",""record"":""NO""}",,,,,,
,Tech:chargeTest,,,(result_current),,,"{""subsubtestname"":""VBAT_STOP_DIAGS"",""netname"":""BATT_CURRENT_BIG"",""param1"":""chargecurrent"",""start"":""4300"",""stop"":""4380"",""step"":""10"", ""pattern"":""([+-]?%d*%.%d*)%s*mV""}",,,pmuadc --sel potomac --read vbat,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""BATT_SNS_Stop"",""netname"":""BATT_SNS""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB_Stop"",""netname"":""PPBATT_VCC""}",,,,,,
,Tech:chargeTest,,(result_current),,,,"{""subsubtestname"":""BATT_Current"",""param1"":""res""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""VBUS_FB_DISCONNECT"",""netname"":""PPVBUS_FB"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""V_Batt_Back_TO_4.3V"",""powertype"":""batt"",""record"":""NO""}",,,4300,FA_ResetAll,,
BatteryRechargeThreshold_VBUS5V,Common:relaySwitch,,,,,,"{""subsubtestname"":""CC_Disconn"",""netname"":""VDM_CC1"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
,Common:sendVDMCmd,,,,,,"{""subsubtestname"":""5V0_To_VDM_EXT"",""record"":""NO""}",,,vdm.change_tx_source_voltage(1*5000*3500*PP_HVE),,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""Power_To_VDM"",""netname"":""PPVBUS_USB_PWR"",""state"":""TO_PP_EXT"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_1"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBAT_4.35V"",""powertype"":""batt"",""record"":""NO""}",,,4350,FA_ResetAll,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""USB_POWER_ON"",""netname"":""VBUS_OUTPUT_CTL"",""state"":""ON"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_VDM"",""netname"":""VDM_VBUS_TO_PPVBUS_USB_EMI"",""state"":""CONNECT"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_3"",""delay"":""10"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""VBUS_to_5V"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_ACE_CC1"",""netname"":""VDM_CC1"",""state"":""TO_ACE_CC1"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ACE_SRDY"",""record"":""NO""}",,,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_2"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""PD_Contract_Check_5V"",""pattern"":""Min%s+Voltage%s+or%s+Power%s+(%w+)%s+mV"",""parametric"":""yes"",""reference"": ""5000""}",,,vdm.show_tps_register_by_addr(0x34),,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"":""PD_State_Check"",""record"":""NO""}",,,charge --brickid,,,
,Tech:sendChargeCmd,,,{charge_cmd},,,"{""subsubtestname"": ""USB_ilimit_5V_3A"",""record"":""NO""}",,,charge --setma 3000 --setmv 5000,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_2"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_TO_5V_3000mA"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:connectVBUSFeedback,,,,,,"{""subsubtestname"": ""PPVBUS_FB_CONNECT_5V"",""reference"": ""5000"",""record"":""NO""}",,,,,charge_cmd==charge_pass,
,Common:checkVBUS,,,,,,"{""subsubtestname"": ""ChecK_VBUS"",""reference"": ""5000""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""HCCM_SW_OFF_Set_0"",""record"":""NO""}",,,i2c -z 2 -v 7 0x75 0x1C19 0x00,,,
,Tech:reduceBattVoltage,,,,,,"{""subsubtestname"":""IBAT"",""start"":""4350"",""stop"":""4100"",""step"":""5"",""pattern"":""Data:%s*(0x%x*)"",""record"":""NO""}",,,i2c -z 2 -d 7 0x75 0x1514 1,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""BATT_SNS"",""netname"":""BATT_SNS""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB"",""netname"":""PPBATT_VCC""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""BATT_Current"",""netname"":""BATT_CURRENT_BIG""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""USB_ilimit_5V_100mA"",""record"":""NO""}",,,charge --force --setma 100 --setmv 5000,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""VBAT_set_to_4.3V"",""powertype"":""batt"",""record"":""NO""}",,,4300,FA_ResetAll,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""VBUS_FB_DISCONNECT"",""netname"":""PPVBUS_FB"",""state"":""DISCONNECT"",""record"":""NO""}",,,,,,
Calibration_IbusLimit_PDSink_CVT_CC_VBAT3V8_VBUS5V,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBAT_3.8V_1"",""powertype"":""batt"",""record"":""NO""}",,,3800,FA_ResetAll,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Disable_USB_cable"",""record"":""NO""}",,,vdm.tps_write_register_by_addr(0x32*PDO1: Max Voltage*0x02),,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Check_Default_0x1932"",""pattern"": ""Data:%s*(0x%x*)""}",,,i2c -z 2 -d 0x07 0x75 0x1932 1,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Disable_Potomac_buckboost"",""record"":""NO""}",,,i2c -z 2 -v 0x07 0x75 0x1932 0x1c,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:readVoltage,,,[system_current],,,"{""subsubtestname"":""BATT_CURRENT_Efficiency_Debug"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Set_Default_0x1932"",""record"":""NO""}",,,i2c -z 2 -v 0x07 0x75 0x1932 0x10,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_0"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ISET_BUCK_RANGE_EXTEND"",""pattern"": ""Data:%s*(0x%x*)"",""bit"": ""1"",""parametric"": ""yes""}",,,i2c -z 2 -d 0x07 0x75 0x1A00 1,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""OVP_ISET_BUCK_G2000"",""pattern"": ""Data:%s*(0x%x*)""}",,,i2c -z 2 -d 0x07 0x75 0x1A05 1,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_To_VDM"",""netname"":""PPVBUS_USB_PWR"",""state"":""TO_PP_EXT""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_to_5V"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_1"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""USB_POWER_ON"",""netname"":""VBUS_OUTPUT_CTL"",""state"":""ON"",""record"":""NO""}",,,,,,
,Common:relaySwitch,,,,,,"{""subsubtestname"":""VDM_CC1_TO_ACE_CC1"",""netname"":""VDM_CC1"",""state"":""TO_ACE_CC1"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"",""delay"":""1000"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ACE_SRDY"",""record"":""NO""}",,,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_500MS_1"",""delay"":""500"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"":""PD_State_Check"",""record"":""NO""}",,,charge --brickid,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBAT_3.8V"",""powertype"":""batt"",""record"":""NO""}",,,3800,FA_ResetAll,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_2"",""delay"":""100"",""record"":""NO""}",,,,,,
,Tech:sendChargeCmd,,,{charge_cmd},,,"{""subsubtestname"": ""USB_ilimit_100mA"",""record"":""NO""}",,,charge --setma 100 --setmv 5000,FA_ResetAll,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_100mA"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:connectVBUSFeedback,,,,,,"{""subsubtestname"": ""PPVBUS_FB_CONNECT_5V"",""reference"": ""5000"",""record"":""NO""}",,,,,charge_cmd==charge_pass,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_TO_5V_100mA"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:checkVBUS,,,,,,"{""subsubtestname"": ""ChecK_VBUS_100mA"",""reference"": ""5000"",""record"":""NO""}",,,,,,
,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""PD_Contract_Check"",""pattern"":""Min%s+Voltage%s+or%s+Power%s+(%w+)%s+mV"",""parametric"":""yes""}",,,vdm.show_tps_register_by_addr(0x34),,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVBUS_PROT_100mA"",""netname"":""PPVBUS_PROT"",""record"":""NO""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVBUS_FB_100mA"",""netname"":""PPVBUS_USB_EMI""}",,,,,,
,Common:setAmplification,,,,,,"{""subsubtestname"":""Set_GAIN_1000_100mA"",""netname"":""USB_TARGET_CURR_GAIN_SET"",""state"":""X1000"",""netname2"":""USB_TARGET_CURR_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Ilimit_100mA"",""pattern"": ""Data:%s*(0x%x*)"",""bit"": ""6"",""parametric"": ""yes""}",,,i2c -z 2 -d 0x07 0x75 0x1523 1,,,
,Tech:recordUSBCurr,,,"(vbus_curr),[current_table]",,,"{""subsubtestname"": ""Ibus_100mA"",""netname"":""USB_TARGET_CURRENT"",""param2"": ""ma=100*mv=5000"",""gain"": ""0.001""}",,,,,,
,Common:setAmplification,,,,,,"{""subsubtestname"":""Set_GAIN_100_100mA"",""netname"":""USB_TARGET_CURR_GAIN_SET"",""state"":""X100"",""netname2"":""USB_TARGET_CURR_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_5"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""USB_ilimit_500mA"",""record"":""NO""}",,,charge --setma 500 --setmv 5000,,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_500mA"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_TO_5V_500mA"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:checkVBUS,,,,,,"{""subsubtestname"": ""ChecK_VBUS_500mA"",""reference"": ""5000""}",,,,,,
,Common:readVoltage,,,(PPVBUS_PROT),,,"{""subsubtestname"":""PPVBUS_PROT500mA"",""netname"":""PPVBUS_PROT""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVBUS_FB_500mA"",""netname"":""PPVBUS_USB_EMI""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Ilimit_500mA"",""pattern"": ""Data:%s*(0x%x*)"",""bit"": ""6"",""parametric"": ""yes""}",,,i2c -z 2 -d 0x07 0x75 0x1523 1,,,
,Tech:recordUSBCurr,,[current_table],"(vbus_curr),[current_table]",,,"{""subsubtestname"": ""Ibus_500mA"",""netname"":""USB_TARGET_CURRENT"",""param2"": ""ma=500*mv=5000"",""gain"": ""0.01""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVCC_MAIN_SNS_500mA"",""netname"":""PPVCC_MAIN"",""unit"":""mV""}",,,,,,
,Common:readVoltage,,,(BATT_CURRENT_BIG),,,"{""subsubtestname"":""BATT_CURRENT_500mA"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA"",""fa_sof"":""YES""}",,,,FA_ResetAll,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ibuck_ph0_500mA"",""pattern"": ""ibuck_ph%d*:%s*(.-)%s*mA"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read ibuck_ph0,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ibuck_ph1_500mA"",""pattern"": ""ibuck_ph%d*:%s*(.-)%s*mA"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read ibuck_ph1,,,
,Common:sendCmdAndParse,,,(vsys_lo),,,"{""subsubtestname"": ""vsys_lo_500mA"",""pattern"": ""(%-?%d+.*%d*)%s+mV"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read vsys_lo,,,
,Tech:calculateChargeEfficiency,,"(BATT_CURRENT_BIG),[system_current],(vsys_lo),(vbus_curr),(PPVBUS_PROT)",,,,"{""subsubtestname"": ""Charger_efficiency_500mA""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_1000mA_1"",""delay"":""100""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""USB_ilimit_1000mA""}",,,charge --setma 1000 --setmv 5000,,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_1000mA"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_TO_5V_1000mA"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:checkVBUS,,,,,,"{""subsubtestname"": ""ChecK_VBUS_1000mA"",""reference"": ""5000""}",,,,,,
,Common:readVoltage,,,(PPVBUS_PROT),,,"{""subsubtestname"":""PPVBUS_PROT_1000mA"",""netname"":""PPVBUS_PROT""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVBUS_FB_1000mA"",""netname"":""PPVBUS_USB_EMI""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""Ilimit_1000mA"",""pattern"": ""Data:%s*(0x%x*)"",""bit"": ""6"",""parametric"": ""yes""}",,,i2c -z 2 -d 0x07 0x75 0x1523 1,,,
,Tech:recordUSBCurr,,[current_table],"(vbus_curr),[current_table]",,,"{""subsubtestname"": ""Ibus_1000mA"",""netname"":""USB_TARGET_CURRENT"",""param2"": ""ma=1000*mv=5000"",""gain"": ""0.01""}",,,,,,
,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVCC_MAIN_SNS_1000mA"",""netname"":""PPVCC_MAIN"",""unit"":""mV""}",,,,,,
,Common:readVoltage,,,(BATT_CURRENT_BIG),,,"{""subsubtestname"":""BATT_CURRENT_1000mA"",""netname"":""BATT_CURRENT_BIG"",""unit"":""mA"",""fa_sof"":""YES""}",,,,FA_ResetAll,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ibuck_ph0_1000mA"",""pattern"": ""ibuck_ph%d*:%s*(.-)%s*mA"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read ibuck_ph0,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""ibuck_ph1_1000mA"",""pattern"": ""ibuck_ph%d*:%s*(.-)%s*mA"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read ibuck_ph1,,,
,Common:sendCmdAndParse,,,(vsys_lo),,,"{""subsubtestname"": ""vsys_lo_1000mA"",""pattern"": ""(%-?%d+.*%d*)%s+mV"",""parametric"": ""yes""}",,,pmuadc --sel potomac --read vsys_lo,,,
,Tech:calculateChargeEfficiency,,"(BATT_CURRENT_BIG),[system_current],(vsys_lo),(vbus_curr),(PPVBUS_PROT)",,,,"{""subsubtestname"": ""Charger_efficiency_1000mA""}",,,,,,
,Common:setAmplification,,,,,,"{""subsubtestname"":""Set_GAIN_10_2100mA"",""netname"":""USB_TARGET_CURR_GAIN_SET"",""state"":""X10"",""netname2"":""USB_TARGET_CURR_GAIN_SET"",""state2"":""LOCK"",""record"":""NO""}",,,,,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_2100mA_1"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:sendCmdAndParse,,,,,,"{""subsubtestname"": ""USB_ilimit_2100mA"",""record"":""NO""}",,,charge --setma 2100 --setmv 5000,,,
,Common:delay,,,,,,"{""subsubtestname"":""Delay_100ms_2100mA"",""delay"":""100"",""record"":""NO""}",,,,,,
,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBUS_TO_5V_2100mA"",""powertype"":""USB"",""record"":""NO""}",,,5000,FA_ResetAll,,
,Common:checkVBUS,,,,,,"{""subsubtestname"": ""ChecK_VBUS_2100mA"",""reference"": ""5000""}",,,,,,
,Common:readVoltage,,,(PPVBUS_PROT),,,"{""subsubtestname"":""PPVBUS_PROT_2100mA"",""netname"":""PPVBUS_PROT""}",,,,,,
