TestName,TestActions,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,Commands,FA,Condition
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VCCMAIN_UVP_Value for 0V8"",""netname"":""VCCMAIN_UVP_NORMAL"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_OCP Value"",""netname"":""VBUS_OCP_4A"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_OVP Value"",""netname"":""VBUS_OVP_6V"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_UVP Value"",""netname"":""VBUS_UVP_NORMAL"",""state"":""SET""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""Set_VBATT_4V2_DFU_DFU"",""netname"":""vbatt"",""state"":""on""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""ACE_TO_PARROT_RESET_L"",""netname"":""ACE_TO_PARROT_RESET_L"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""GPIO_FORCE_DFU_1V2_DFU"",""netname"":""GPIO_FORCE_DFU"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""Debug_UART_Connected_DFU"",""netname"":""UART_TX"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""Set_PDVBUS_5V_DFU"",""netname"":""pdvbus"",""state"":""on""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_DFU-Initial"",""subsubtestname"":""USB_SOC_Connected_DFU"",""netname"":""USB_SOC"",""state"":""connect""}",,,,,
Iboot_Power_On,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""USB_SOC_Disconnected_Diags"",""netname"":""USB_SOC"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""GPIO_FORCE_DFU_Disconnected_Diags"",""netname"":""GPIO_FORCE_DFU"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""ACE_TO_PARROT_RESET_L_Disconnected_Diags"",""netname"":""ACE_TO_PARROT_RESET_L"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Set_PDVBUS_0V_Diags"",""netname"":""pdvbus"",""state"":""off""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Set_PPVBUS_0V_Diags"",""netname"":""ppvbus14v"",""state"":""off""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBUS_Power_Discharge_Diags"",""netname"":""vbus_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Set_VBATT_0V_Diags"",""netname"":""vbatt"",""state"":""off""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBATT_Power_Discharge_Diags"",""netname"":""vbatt_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_MAIN_Discharge_Diags"",""netname"":""ppvcc_main_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_HIGH_Discharge_Diags"",""netname"":""ppvcc_high_discharge"",""state"":""connect""}",,,,,
,Common:delay,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""DELAY_3000MS_Diags"",""delay"":""3000""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBATT_Power_Disconnect_Diags"",""netname"":""vbatt_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBUS_Power_Disconnect_Diags"",""netname"":""vbus_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_MAIN_Disconnect_Diags"",""netname"":""ppvcc_main_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_HIGH_Disconnect_Diags"",""netname"":""ppvcc_high_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Power_OCP_Reset"",""netname"":""Power_OCP_Reset""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""SIB_OCP_OFF"",""netname"":""SIB_OCP_RESET"",""state"":""High""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""PSU_12V_input_Connect"",""netname"":""psu_12v"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""PSU_7V5_input_Connect"",""netname"":""psu_7v5"",""state"":""connect""}",,,,,
,Common:delay,,,,,,"{""testname"":""System"",""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""DELAY_500MS_Diags"",""delay"":""3000""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""ACE_TO_PARROT_RESET_L_Diags"",""netname"":""ACE_TO_PARROT_RESET_L"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""Set_VBATT_4V2_Diags"",""netname"":""vbatt"",""state"":""on""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""Debug_UART_Connected_Diags"",""netname"":""UART_TX"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""testname"":""System"",""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""Set_PDVBUS_5V_Diags"",""netname"":""pdvbus"",""state"":""on""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBATT_UVP_Value for 0V8"",""netname"":""VBATT_UVP_NORMAL"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VCCMAIN_UVP_Value for 0V8"",""netname"":""VCCMAIN_UVP_NORMAL"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_OCP Value"",""netname"":""VBUS_OCP_4A"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_OVP Value"",""netname"":""VBUS_OVP_6V"",""state"":""SET""}",,,,,
,Common:relay_switch,Y,,,,,"{""subtestname"":""Safety_SetUp"",""subsubtestname"":""set VBUS_UVP Value"",""netname"":""VBUS_UVP_NORMAL"",""state"":""SET""}",,,,,
,Common:delay,Y,,,,,"{""subtestname"":""Enter_Diags-Initial"",""subsubtestname"":""DELAY_1000MS_Diags"",""delay"":""1000""}",,,,,
Power_OFF,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Set_PDVBUS_0V_Endtest"",""netname"":""pdvbus"",""state"":""off""}",,,,,
,Common:delay,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""DELAY_1000MS_Endtest"",""delay"":""1000""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""Set_VBATT_0V_Endtest"",""netname"":""vbatt"",""state"":""off""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PSU_12V_input_Disconnect"",""netname"":""psu_12v"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PSU_7V5_input_Disconnect"",""netname"":""psu_7v5"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBATT_Power_Discharge_Endtest"",""netname"":""vbatt_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_MAIN_Discharge_Endtest"",""netname"":""ppvcc_main_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBUS_Power_Discharge_Endtest"",""netname"":""vbus_discharge"",""state"":""connect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_HIGH_Discharge_Endtest"",""netname"":""ppvcc_high_discharge"",""state"":""connect""}",,,,,
,Common:delay,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""DELAY_3000MS_Endtest"",""delay"":""3000""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBATT_Power_Disconnect_Endtest"",""netname"":""vbatt_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""VBUS_Power_Disconnect_Endtest"",""netname"":""ppvcc_main_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_MAIN_Disconnect_Endtest"",""netname"":""vbus_discharge"",""state"":""disconnect""}",,,,,
,Common:relay_switch,,,,,,"{""subtestname"":""Rail_Discharge-Initial"",""subsubtestname"":""PPVCC_HIGH_Disconnect_Endtest"",""netname"":""ppvcc_high_discharge"",""state"":""disconnect""}",,,,,
