Index,TestName,SubTestName,SubSubTestName,Low,Upper,Unit,Function,Disable,Input,Output,Timeout,Retries,AdditionalParameters,ExitEarly,SetPoison,FA,Command,Condition,Main_Disable,Production,Audit,Thread,Loop,Sample,CoF,Main_Condition,
1,Fixture,LED_INPROGRESS_ON,LED,,,,Tech:sendLedCommand,,,,,,"{""subsubtestname"":""LED"";""record"":""NO""}",,,,"led_progress_on",,,Y,,,,,,
22,Power,Discharge_Initial,PPVBUS_USB_EMI_DISCHARGE_DISCONNECT,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_DISCHARGE_DISCONNECT"";""netname"":""PPVBUS_USB_EMI_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
23,Power,Discharge_Initial,PPBATT_VCC_DISCHARGE_DISCONNECT,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPBATT_VCC_DISCHARGE_DISCONNECT"";""netname"":""PPBATT_VCC_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
24,Power,Discharge_Initial,PPVCC_MAIN_DISCHARGE_DISCONNECT,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_MAIN_DISCHARGE_DISCONNECT"";""netname"":""PPVCC_MAIN_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
25,Power,Discharge_Initial,PPVCC_HIGH_DISCHARGE_DISCONNECT,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_HIGH_DISCHARGE_DISCONNECT"";""netname"":""PPVCC_HIGH_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
26,Power,Discharge_Initial,SPK_BST_Discharge_Disable,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""SPK_BST_Discharge_Disable"";""netname"":""PPV_BST_AUDIO_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
27,Power,VoltageCheck_Safety_VBAT0V8,UUT_UART_ENABLE,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""UUT_UART_ENABLE"";""record"":""NO""}",,,,"uart_enable",,,Y,,,,,,Y
28,Power,VoltageCheck_Safety_VBAT0V8,Bellatrix_UART_ENABLE,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Bellatrix_UART_ENABLE"";""record"":""NO""}",,,,"bellatrix_uart_enable",,,Y,,,,,,Y
29,Power,VoltageCheck_Safety_VBAT0V8,BATT_POWER_ON,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_ON"";""netname"":""BATT_OUTPUT_CTL"";""state"":""ON"";""record"":""NO""}",,,,,,,Y,,,,,,Y
30,Power,VoltageCheck_Safety_VBAT0V8,DELAY_10MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"";""delay"":""10"";""record"":""NO""}",,,,,,,Y,,,,,,Y
31,Power,VoltageCheck_Safety_VBAT0V8,BATT_MODE_TO_SMALL,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_MODE_TO_SMALL"";""netname"":""BATT_MODE_CTL"";""state"":""SMALL"";""record"":""NO""}",,,,,,,Y,,,,,,Y
32,Power,VoltageCheck_Safety_VBAT0V8,VBAT_SET_0V8,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBAT_SET_0V8"";""powertype"":""batt"";""start"":""0"";""stop"":""800"";""step"":""80"";""record"":""NO""}",,,FA_ResetAll,,,,Y,,,,,,Y
33,Power,VoltageCheck_Safety_VBAT0V8,DELAY_100MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_1"";""delay"":""100"";""record"":""NO""}",,,,,,,Y,,,,,,Y
34,Power,VoltageCheck_Safety_VBAT0V8,PPBATT_VCC_FB,900,700,mV,Common:readVoltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB"";""netname"":""PPBATT_VCC"";""fa_sof"":""YES""}",,,FA_ResetAll,,,,Y,,,,,,Y
35,Power,VoltageCheck_Safety_VBAT0V8,BATT_POWER_OFF,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_OFF"";""netname"":""BATT_OUTPUT_CTL"";""state"":""OFF"";""record"":""NO""}",,,,,,,Y,,,,,,Y
36,Power,VoltageCheck_Safety_VBAT0V8,VBAT_SET_0V,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBAT_SET_0V"";""powertype"":""batt"";""record"":""NO""}",,,FA_ResetAll,"0",,,Y,,,,,,Y
37,Power,Discharge_Initial_1,PPVBUS_USB_EMI_DISCHARGE_CONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_DISCHARGE_CONNECT_1"";""netname"":""PPVBUS_USB_EMI_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
38,Power,Discharge_Initial_1,PPBATT_VCC_DISCHARGE_CONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPBATT_VCC_DISCHARGE_CONNECT_1"";""netname"":""PPBATT_VCC_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
39,Power,Discharge_Initial_1,PPVCC_MAIN_DISCHARGE_CONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_MAIN_DISCHARGE_CONNECT_1"";""netname"":""PPVCC_MAIN_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
40,Power,Discharge_Initial_1,PPVCC_HIGH_DISCHARGE_CONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_HIGH_DISCHARGE_CONNECT_1"";""netname"":""PPVCC_HIGH_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
41,Power,Discharge_Initial_1,SPK_BST_Discharge_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""SPK_BST_Discharge_1"";""netname"":""PPV_BST_AUDIO_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
42,Power,Discharge_Initial_1,DELAY_1000MS_After_Connect_Discharge_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_After_Connect_Discharge_1"";""delay"":""1000"";""record"":""NO""}",,,,,,,Y,,,,,,
43,Power,Discharge_Initial_1,PPVBUS_USB_EMI_DISCHARGE_DISCONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_DISCHARGE_DISCONNECT_1"";""netname"":""PPVBUS_USB_EMI_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
44,Power,Discharge_Initial_1,PPBATT_VCC_DISCHARGE_DISCONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPBATT_VCC_DISCHARGE_DISCONNECT_1"";""netname"":""PPBATT_VCC_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
45,Power,Discharge_Initial_1,PPVCC_MAIN_DISCHARGE_DISCONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_MAIN_DISCHARGE_DISCONNECT_1"";""netname"":""PPVCC_MAIN_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
46,Power,Discharge_Initial_1,PPVCC_HIGH_DISCHARGE_DISCONNECT_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_HIGH_DISCHARGE_DISCONNECT_1"";""netname"":""PPVCC_HIGH_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
47,Power,Discharge_Initial_1,SPK_BST_Discharge_Disable_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""SPK_BST_Discharge_Disable_1"";""netname"":""PPV_BST_AUDIO_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
48,Power,VoltageCheck_Safety_VBUS1V25,VBUS_BYPASS_VDM,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""VBUS_BYPASS_VDM"";""netname"":""PPVBUS_USB_PWR"";""state"":""TO_VBUS_BYPASS_VDM"";""record"":""NO""}",,,,,,,Y,,,,,,Y
49,Power,VoltageCheck_Safety_VBUS1V25,USB_POWER_ON,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""USB_POWER_ON"";""netname"":""VBUS_OUTPUT_CTL"";""state"":""ON"";""record"":""NO""}",,,,,,,Y,,,,,,Y
50,Power,VoltageCheck_Safety_VBUS1V25,DELAY_10MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"";""delay"":""10"";""record"":""NO""}",,,,,,,Y,,,,,,Y
51,Power,VoltageCheck_Safety_VBUS1V25,VBUS_to_1V25,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBUS_to_1V25"";""powertype"":""usb"";""record"":""NO""}",,,FA_ResetAll,"1250",,,Y,,,,,,Y
52,Power,VoltageCheck_Safety_VBUS1V25,DELAY_100MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_100MS_1"";""delay"":""100"";""record"":""NO""}",,,,,,,Y,,,,,,Y
53,Power,VoltageCheck_Safety_VBUS1V25,PPVBUS_USB_EMI,1400,1100,mV,Common:readVoltage,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI"";""netname"":""PPVBUS_USB_EMI"";""fa_sof"":""YES""}",,,FA_ResetAll,,,,Y,,,,,,Y
54,Power,VoltageCheck_Safety_VBUS1V25,USB_POWER_OFF,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""USB_POWER_OFF"";""netname"":""VBUS_OUTPUT_CTL"";""state"":""OFF"";""record"":""NO""}",,,,,,,Y,,,,,,Y
55,Power,VoltageCheck_Safety_VBUS1V25,VBUS_to_0V,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBUS_to_0V"";""powertype"":""usb"";""record"":""NO""}",,,FA_ResetAll,"0",,,Y,,,,,,Y
56,Power,VoltageCheck_Safety_VBUS1V25,VBUS_BYPASS_DISCONNECT,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""VBUS_BYPASS_DISCONNECT"";""netname"":""PPVBUS_USB_PWR"";""state"":""BYPASS_DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,Y
57,Power,Discharge_Initial_2,PPVBUS_USB_EMI_DISCHARGE_CONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_DISCHARGE_CONNECT_2"";""netname"":""PPVBUS_USB_EMI_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
58,Power,Discharge_Initial_2,PPBATT_VCC_DISCHARGE_CONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPBATT_VCC_DISCHARGE_CONNECT_2"";""netname"":""PPBATT_VCC_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
59,Power,Discharge_Initial_2,PPVCC_MAIN_DISCHARGE_CONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_MAIN_DISCHARGE_CONNECT_2"";""netname"":""PPVCC_MAIN_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
60,Power,Discharge_Initial_2,PPVCC_HIGH_DISCHARGE_CONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_HIGH_DISCHARGE_CONNECT_2"";""netname"":""PPVCC_HIGH_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
61,Power,Discharge_Initial_2,SPK_BST_Discharge_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""SPK_BST_Discharge_2"";""netname"":""PPV_BST_AUDIO_DISCHARGE"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
62,Power,Discharge_Initial_2,DELAY_2000MS_After_Connect_Discharge_2,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_2000MS_After_Connect_Discharge_2"";""delay"":""2000"";""record"":""NO""}",,,,,,,Y,,,,,,
63,Power,Discharge_Initial_2,PPVBUS_USB_EMI_DISCHARGE_DISCONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVBUS_USB_EMI_DISCHARGE_DISCONNECT_2"";""netname"":""PPVBUS_USB_EMI_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
64,Power,Discharge_Initial_2,PPBATT_VCC_DISCHARGE_DISCONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPBATT_VCC_DISCHARGE_DISCONNECT_2"";""netname"":""PPBATT_VCC_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
65,Power,Discharge_Initial_2,PPVCC_MAIN_DISCHARGE_DISCONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_MAIN_DISCHARGE_DISCONNECT_2"";""netname"":""PPVCC_MAIN_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
66,Power,Discharge_Initial_2,PPVCC_HIGH_DISCHARGE_DISCONNECT_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PPVCC_HIGH_DISCHARGE_DISCONNECT_2"";""netname"":""PPVCC_HIGH_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
67,Power,Discharge_Initial_2,SPK_BST_Discharge_Disable_2,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""SPK_BST_Discharge_Disable_2"";""netname"":""PPV_BST_AUDIO_DISCHARGE"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
68,Power,VoltageCheck_Safety_VBAT4V3,UUT_UART_ENABLE,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""UUT_UART_ENABLE"";""record"":""NO""}",,,,"uart_enable",,,Y,,,,,,Y
69,Power,VoltageCheck_Safety_VBAT4V3,Bellatrix_UART_ENABLE,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Bellatrix_UART_ENABLE"";""record"":""NO""}",,,,"bellatrix_uart_enable",,,Y,,,,,,Y
70,Power,VoltageCheck_Safety_VBAT4V3,BATT_MODE_TO_BIG,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_MODE_TO_BIG"";""netname"":""BATT_MODE_CTL"";""state"":""BIG"";""record"":""NO""}",,,,,,,Y,,,,,,Y
71,Power,VoltageCheck_Safety_VBAT4V3,BATT_POWER_ON,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_ON"";""netname"":""BATT_OUTPUT_CTL"";""state"":""ON"";""record"":""NO""}",,,,,,,Y,,,,,,Y
72,Power,VoltageCheck_Safety_VBAT4V3,DELAY_10MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"";""delay"":""10"";""record"":""NO""}",,,,,,,Y,,,,,,Y
73,Power,VoltageCheck_Safety_VBAT4V3,VBAT_SET_4V3,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBAT_SET_4V3"";""powertype"":""batt"";""record"":""NO""}",,,FA_ResetAll,"4300",,,Y,,,,,,Y
74,Power,VoltageCheck_Safety_VBAT4V3,DELAY_400MS,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_400MS"";""delay"":""400"";""record"":""NO""}",,,,,,,Y,,,,,,Y
75,Power,VoltageCheck_Safety_VBAT4V3,BATT_MODE_TO_SMALL,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_MODE_TO_SMALL"";""netname"":""BATT_MODE_CTL"";""state"":""SMALL"";""record"":""NO""}",,,,,,,Y,,,,,,Y
76,Power,VoltageCheck_Safety_VBAT4V3,PPBATT_VCC_FB,4350,4250,mV,Common:readVoltage,,,,,,"{""subsubtestname"":""PPBATT_VCC_FB"";""netname"":""PPBATT_VCC"";""fa_sof"":""YES""}",,,FA_ResetAll,,,,Y,,,,,,Y
77,Power,VoltageCheck_Safety_VBAT4V3,BATT_RESET_CURRENT,10,-3,mA,Common:readVoltage,,,,,,"{""subsubtestname"":""BATT_RESET_CURRENT"";""netname"":""BATT_CURRENT_SMALL"";""fa_sof"":""YES""}",,,FA_ResetAll,,,,Y,,,,,,Y
78,Power,VoltageCheck_Safety_VBAT4V3,DELAY_1000MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_1000MS_1"";""delay"":""1000"";""record"":""NO""}",,,,,,,Y,,,,,,Y
79,Power,VoltageCheck_Safety_VBAT4V3,BATT_RESET_CURRENT_D1sec,10,-3,mA,Common:readVoltage,,,,,,"{""subsubtestname"":""BATT_RESET_CURRENT_D1sec"";""netname"":""BATT_CURRENT_SMALL"";""fa_sof"":""YES""}",,,FA_ResetAll,,,,Y,,,,,,Y
80,Power,VoltageCheck_Safety_VBAT4V3,BATT_MODE_TO_BIG_1,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_MODE_TO_BIG_1"";""netname"":""BATT_MODE_CTL"";""state"":""BIG"";""record"":""NO""}",,,,,,,Y,,,,,,Y
81,Power,Discharge_BatteryFloat,BATT_POWER_OFF,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_OFF"";""netname"":""BATT_OUTPUT_CTL"";""state"":""OFF"";""record"":""NO""}",,,,,,,Y,,,,,,
82,Power,Discharge_BatteryFloat,VBAT_SET_0V,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""VBAT_SET_0V"";""powertype"":""batt"";""record"":""NO""}",,,FA_ResetAll,"0",,,Y,,,,,,
83,Power,Discharge_BatteryFloat,DELAY_10MS_1,,,,Common:delay,,,,,,"{""subsubtestname"":""DELAY_10MS_1"";""delay"":""10"";""record"":""NO""}",,,,,,,Y,,,,,,
84,Power,Discharge_BatteryFloat,ELOAD_INPUT1_TO_PPVCC_MAIN,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""ELOAD_INPUT1_TO_PPVCC_MAIN"";""netname"":""ELOAD_INPUT1_TO"";""state"":""PPVCC_MAIN"";""record"":""NO""}",,,,,,,Y,,,,,,
85,Power,Discharge_BatteryFloat,Enable_Eload1_After_Connect,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Enable_Eload1_After_Connect"";""record"":""NO""}",,,,"eload.enable(1)",,,Y,,,,,,
86,Power,Discharge_BatteryFloat,Set_Eload1_200mA,,,,Common:setEload,,,,,,"{""subsubtestname"":""Set_Eload1_200mA"";""record"":""NO""}",,,,"eload.set(1*cc*200)",,,Y,,,,,,
87,Power,Discharge_BatteryFloat,Delay_1500MS_4,,,,Common:delay,,,,,,"{""subsubtestname"":""Delay_1500MS_4"";""delay"":""1500"";""record"":""NO""}",,,,,,,Y,,,,,,
88,Power,Discharge_BatteryFloat,Set_Eload1_0mA,,,,Common:setEload,,,,,,"{""subsubtestname"":""Set_Eload1_0mA"";""record"":""NO""}",,,,"eload.set(1*cc*0)",,,Y,,,,,,
89,Power,Discharge_BatteryFloat,Eload1_Disable,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Eload1_Disable"";""record"":""NO""}",,,,"eload.disable(1)",,,Y,,,,,,
90,Power,Discharge_BatteryFloat,ELOAD_INPUT1_DISCONNECT_PPVCC_MAIN,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""ELOAD_INPUT1_DISCONNECT_PPVCC_MAIN"";""netname"":""ELOAD_INPUT1_TO"";""state"":""DISCONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,
91,Power,VoltageCheck_Safety_VBAT0V4,BATT_POWER_ON,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_ON"";""netname"":""BATT_OUTPUT_CTL"";""state"":""ON"";""record"":""NO""}",,,,,,,Y,,,,,,
92,Power,VoltageCheck_Safety_VBAT0V4,Set_VBAT_0V4,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBAT_0V4"";""powertype"":""batt"";""record"":""NO""}",,,FA_ResetAll,"400",,,Y,,,,,,
93,Power,VoltageCheck_Safety_VBAT0V4,Delay_2000MS_4,,,,Common:delay,,,,,,"{""subsubtestname"":""Delay_2000MS_4"";""delay"":""2000"";""record"":""NO""}",,,,,,,Y,,,,,,
94,Power,VoltageCheck_Safety_VBAT0V4,BATT_POWER_OFF,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""BATT_POWER_OFF"";""netname"":""BATT_OUTPUT_CTL"";""state"":""OFF"";""record"":""NO""}",,,,,,,Y,,,,,,
95,Power,VoltageCheck_Safety_VBAT0V4,Set_VBAT_0V,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_VBAT_0V"";""powertype"":""batt"";""record"":""NO""}",,,FA_ResetAll,"0",,,Y,,,,,,
96,Power,VoltageCheck_Safety_VBUS5V,PP5V0_TO_VDM_BOARD,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""PP5V0_TO_VDM_BOARD"";""netname"":""PP_5V0_VDM"";""state"":""CONNECT"";""record"":""NO""}",,,,,,,Y,,,,,,Y
97,Power,VoltageCheck_Safety_VBUS5V,Set_LDO_PP_5V0_ON,,,,Common:powerSupply,,,,,,"{""subsubtestname"":""Set_LDO_PP_5V0_ON"";""powertype"":""PP5V0"";""record"":""NO""}",,,FA_ResetAll,"5000",,,Y,,,,,,Y
98,Power,VoltageCheck_Safety_VBUS5V,Change_VDM_PDO_TO_1,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""Change_VDM_PDO_TO_1"";""record"":""NO""}",,,,"change_vdm_pdo_to_1",,,Y,,,,,,Y
99,Power,VoltageCheck_Safety_VBUS5V,5V_To_VDM_EXT,,,,Common:sendFixtureCmd,,,,,,"{""subsubtestname"":""5V_To_VDM_EXT"";""record"":""NO""}",,,,"5v_to_vdm_exit",,,Y,,,,,,Y
100,Power,VoltageCheck_Safety_VBUS5V,ACE_SBU_Conn_SWD,,,,Common:relaySwitch,,,,,,"{""subsubtestname"":""ACE_SBU_Conn_SWD"";""netname"":""ACE_SBU_TO_ZYNQ_SWD"";""state"":""NOCROSS"";""record"":""NO""}",,,,,,,Y,,,,,,Y
